headword,POS, CEFR
usually	adv.	A1
vacation	n.	A1
vegetable	n.	A1
very	adv.	A1
video	n.	A1
village	n.	A1
visit	v. n.	A1
visitor	n.	A1
wait	v.	A1
waiter	n.	A1
wake	v.	A1
walk	v. n.	A1
wall	n.	A1
want	v.	A1
warm	adj.	A1
wash	v.	A1
watch	v. n.	A1
water	n.	A1
way	n.	A1
we	pron.	A1
wear	v.	A1
weather	n.	A1
website	n.	A1
Wednesday	n.	A1
week	n.	A1
weekend	n.	A1
welcome	exclam. v. adj.	A1
well	adv. adj. exclam.	A1
west	n. adj. adv.	A1
what	pron./det.	A1
when	adv. pron. conj.	A1
where	adv. conj.	A1
which	pron./det.	A1
white	adj. n.	A1
who	pron.	A1
why	adv.	A1
wife	n.	A1
will	modal v.	A1
win	v.	A1
window	n.	A1
wine	n.	A1
winter	n.	A1
with	prep.	A1
without	prep.	A1
woman	n.	A1
wonderful	adj.	A1
word	n.	A1
work	v. n.	A1
worker	n.	A1
world	n.	A1
would	modal v.	A1
write	v.	A1
writer	n.	A1
writing	n.	A1
wrong	adj.	A1
yeah	exclam.	A1
year	n.	A1
yellow	adj. n.	A1
yes	exclam.	A1
yesterday	adv. n.	A1
you	pron.	A1
young	adj.	A1
your	det.	A1
yourself	pron.	A1
